#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
21369,68.77223085,57.42063106,15.77,7.009,6.678,1.27,0.004,0.005
21397,68.89761765,32.57986012,12.92,9.076,8.51,1.04,0.013,0.012
21426,69.00226806,55.51221909,14.29,7.517,6.966,0.81,0.006,0.005
21433,69.02353319,55.41298871,34.23,9.472,8.424,1.45,0.014,0.01
21443,69.07612542,55.02658676,14.92,9.309,8.682,1.22,0.012,0.011
21482,69.20037606,27.1325513,56.02,9.513,8.236,1.21,0.023,0.014
21516,69.30994479,30.4001519,12.74,8.366,7.835,1.08,0.01,0.008
21553,69.41931771,52.89476987,98.12,10.523,8.812,1.2,0.033,0.014
21559,69.43141762,41.6118867,23.19,9.307,8.457,1.52,0.037,0.029
21571,69.46728677,60.67614221,33.84,8.62,7.839,0.91,0.01,0.008
21619,69.62286382,26.93942408,14.29,6.921,6.549,1.64,0.007,0.009
21749,70.04609538,40.78906385,14.61,7.101,6.65,1.0,0.006,0.007
21750,70.0506423,67.58910934,22.71,12.242,10.922,2.12,0.137,0.069
21760,70.09437207,29.97232007,13.17,7.235,6.816,0.94,0.009,0.009
21783,70.19491813,30.29165647,16.13,8.598,8.118,1.26,0.025,0.024
21788,70.20428399,23.80974203,19.48,9.712,8.912,1.26,0.025,0.02
21832,70.39956712,42.11948366,35.31,8.043,7.349,1.07,0.013,0.011
21847,70.45865407,38.28042013,32.03,6.681,6.034,0.91,0.006,0.005
21915,70.69846794,38.4266447,13.9,6.983,6.69,0.91,0.008,0.007
21921,70.70706374,66.73559432,27.55,9.177,8.375,1.04,0.012,0.009
21941,70.74486103,57.20201873,12.64,8.497,7.957,1.39,0.009,0.008
21961,70.80728108,24.08896447,20.03,6.809,6.211,0.71,0.005,0.004
21988,70.89750181,27.68804625,44.74,9.137,8.097,0.99,0.02,0.014
22003,70.95113685,32.86556708,13.89,6.843,6.533,1.2,0.01,0.008
22032,71.04613416,46.96566529,20.46,9.584,8.821,1.64,0.025,0.021
22055,71.14722014,38.25497826,13.49,7.71,6.839,1.08,0.01,0.006
22196,71.61218377,42.34838914,14.07,7.387,6.614,0.87,0.009,0.008
22271,71.92386071,26.15043249,22.07,11.887,10.751,2.03,0.152,0.092
22287,72.00090298,56.75753919,20.12,5.574,5.302,0.79,0.003,0.003
22298,72.02692677,25.80718282,13.51,9.585,8.988,1.31,0.023,0.021
22300,72.02893035,55.60284572,19.6,6.695,6.358,0.82,0.004,0.004
22312,72.08101613,67.76349823,13.95,7.365,7.028,0.75,0.004,0.004
22393,72.30347923,31.43762493,13.9,7.031,5.697,0.81,0.007,0.006
22394,72.30388144,24.80296868,18.96,10.767,9.576,1.62,0.082,0.045
22429,72.38869441,53.3658616,13.61,8.93,8.269,1.11,0.016,0.014
22446,72.45000181,23.39587606,13.26,9.226,8.569,1.11,0.019,0.017
22529,72.72134391,37.76040972,14.39,7.835,7.334,0.96,0.011,0.012
22559,72.81990611,32.89023121,20.54,10.376,9.343,1.47,0.043,0.028
22569,72.86286039,55.83722651,18.15,8.724,7.989,1.17,0.012,0.01
22576,72.87261722,35.81542612,30.51,7.634,6.844,0.94,0.01,0.009
22596,72.93017644,45.83553006,33.44,7.678,7.038,1.12,0.008,0.009
22615,72.98735308,66.49622492,23.94,9.053,8.173,0.95,0.013,0.01
22633,73.04401002,31.16442501,17.35,7.806,6.805,1.06,0.012,0.01
22638,73.05581661,44.97399031,33.82,10.719,9.396,2.51,0.074,0.041
22650,73.08945847,45.94004302,15.43,7.371,6.751,1.04,0.009,0.006
22695,73.19443379,51.54292094,13.2,8.56,7.956,1.15,0.016,0.014
22715,73.2693207,22.23548477,37.09,10.162,8.889,1.37,0.046,0.027
22776,73.48419462,36.75740514,35.14,8.697,7.847,1.12,0.017,0.014
22792,73.55402608,23.99890453,15.87,8.011,7.569,1.14,0.011,0.011
22817,73.63897076,45.68109346,14.87,8.556,8.01,1.19,0.011,0.01
22850,73.74301084,19.4854572,14.67,6.7,6.389,0.95,0.005,0.006
22906,73.92316948,20.00292146,28.08,9.011,8.067,1.13,0.016,0.012
22949,74.06496636,24.59225291,23.15,6.734,6.364,0.88,0.006,0.006
22961,74.10833529,64.40283469,27.07,10.033,8.877,0.99,0.019,0.012
22972,74.1487456,23.29595608,14.72,8.082,7.576,1.28,0.013,0.013
23020,74.26024466,49.92236063,14.91,7.411,6.993,0.92,0.008,0.006
23027,74.2768403,24.75221241,22.09,9.552,8.744,1.58,0.026,0.021
23054,74.41843139,39.48116079,16.86,9.278,8.68,1.37,0.021,0.02
23056,74.41972796,27.37604958,14.29,9.73,9.009,1.48,0.031,0.026
23080,74.49567684,34.26851179,30.22,9.081,8.25,1.13,0.019,0.015
23093,74.54749728,63.03073167,12.76,8.841,8.197,0.99,0.009,0.008
23100,74.55395495,40.05711487,21.04,7.814,7.285,1.07,0.012,0.012
23117,74.61855648,37.32915506,17.13,7.135,6.782,0.97,0.008,0.007
23141,74.6900859,28.79044859,18.65,10.535,9.493,1.57,0.048,0.031
23147,74.71030549,49.84956222,60.48,12.046,10.011,1.56,0.188,0.05
23179,74.81406425,37.8904824,20.5,4.983,4.936,0.94,0.005,0.005
23204,74.90287481,25.9360643,20.2,8.33,7.379,1.01,0.013,0.01
23209,74.91150221,26.25004252,14.1,9.154,8.535,1.38,0.019,0.017
23259,75.07284182,25.13642994,26.02,8.88,8.123,1.15,0.017,0.015
23261,75.07644704,39.39470389,18.86,6.49,6.024,1.26,0.005,0.004
23283,75.13961675,29.19691138,15.43,10.025,9.398,1.34,0.037,0.034
23317,75.21658194,61.12527033,22.01,11.369,10.129,2.26,0.062,0.032
23380,75.40009862,61.07843227,27.1,6.545,6.084,0.8,0.003,0.003
23384,75.40603215,24.63722349,25.65,8.924,8.127,1.43,0.017,0.014
23396,75.43443138,20.83007077,24.38,8.951,8.101,1.78,0.016,0.013
23395,75.43448908,26.67106213,25.27,7.373,6.842,1.77,0.008,0.007
23399,75.43878643,42.34454081,14.34,8.699,8.159,1.21,0.012,0.012
23402,75.44302929,26.65066656,25.43,9.062,8.247,1.34,0.017,0.014
23497,75.77376699,21.5900617,20.01,4.825,4.642,0.91,0.003,0.003
23509,75.82264162,54.9150156,15.76,8.863,8.215,1.17,0.015,0.014
23518,75.84430666,53.13220642,71.35,11.789,10.059,1.76,0.142,0.048
23530,75.87769937,63.07741788,31.76,8.791,7.968,1.05,0.009,0.007
23532,75.88822036,63.08517472,31.92,8.396,7.657,0.95,0.008,0.006
23550,75.96618918,24.97310238,12.63,8.42,7.53,1.01,0.022,0.013
23563,75.99686589,28.87774061,26.73,11.458,9.96,2.13,0.122,0.051
23585,76.06739108,45.77950386,17.52,6.772,6.538,0.84,0.005,0.006
23655,76.25946615,43.31331929,16.1,10.33,9.567,1.86,0.04,0.033
23694,76.37813786,52.81038575,21.85,11.389,10.123,2.06,0.1,0.054
23709,76.45508256,35.8460761,16.8,7.842,7.361,0.88,0.009,0.008
23747,76.56466593,49.97484698,13.26,8.2,7.68,0.94,0.012,0.011
23750,76.57479047,17.81649215,18.78,9.805,8.928,1.4,0.03,0.022
23767,76.62862102,41.23464074,14.87,2.971,3.143,0.74,0.003,0.003
23783,76.66940952,51.59814314,38.14,5.365,5.012,0.79,0.004,0.004
23797,76.69703882,34.53549855,13.16,8.198,7.745,1.0,0.009,0.01
23835,76.86115023,18.64500711,63.02,5.71,4.988,0.93,0.003,0.003
23871,76.95178565,20.41845485,18.8,5.434,5.304,0.82,0.003,0.004
23884,76.98253929,26.32812489,28.38,8.398,7.655,1.08,0.011,0.007
23887,77.00109471,44.30728971,16.13,10.715,9.814,1.84,0.063,0.045
23913,77.06759795,52.36758477,19.6,9.907,9.088,1.4,0.033,0.026
24005,77.41197085,29.7904273,17.28,9.32,8.561,1.19,0.021,0.018
24016,77.43188452,29.79863873,18.79,7.285,6.719,0.92,0.007,0.006
24017,77.43554096,64.91993345,25.27,6.869,6.408,0.71,0.004,0.004
24019,77.43773063,28.03060835,18.28,6.346,6.045,1.3,0.004,0.004
24020,77.43932461,28.03376598,18.28,9.428,8.686,1.3,0.024,0.02
24035,77.50306378,27.64340005,25.67,10.534,9.338,1.53,0.051,0.028
24046,77.51558529,27.55672199,24.88,7.534,7.028,1.06,0.007,0.006
24065,77.5601987,30.57503623,16.15,8.397,7.821,1.29,0.012,0.01
24109,77.6786286,46.96243511,21.64,6.191,5.725,0.87,0.004,0.004
24113,77.68567136,25.14196943,14.85,9.21,8.521,1.43,0.02,0.018
24133,77.74662906,32.03875744,21.39,8.446,7.624,2.18,0.022,0.019
24136,77.75752048,25.95842408,15.74,10.606,9.667,1.44,0.054,0.039
24232,78.04007519,32.89514275,12.99,8.159,7.676,0.96,0.011,0.008
24241,78.06914086,46.43875125,12.7,8.893,8.393,1.14,0.018,0.017
24243,78.07245707,41.44713595,35.23,10.213,9.034,1.58,0.039,0.023
24258,78.11036721,30.21789278,13.18,9.243,8.695,1.55,0.016,0.015
24292,78.19974178,16.3077035,23.35,12.421,10.715,1.86,0.314,0.098
24332,78.32313264,37.33763726,38.5,7.122,6.542,0.87,0.007,0.006
24340,78.35721486,38.48467394,20.08,5.073,4.851,1.39,0.003,0.003
24397,78.5070076,51.43104183,16.76,7.957,7.274,1.17,0.011,0.008
24413,78.56020415,30.39986329,13.11,7.504,7.19,1.21,0.006,0.007
24480,78.79819344,20.05617857,16.54,8.582,7.793,1.4,0.013,0.011
24527,78.93008127,12.87960041,12.54,9.771,9.036,1.52,0.026,0.022
24558,79.03775345,16.94280949,21.55,11.778,10.614,2.38,0.156,0.082
24583,79.11334193,39.85862184,19.37,9.846,8.977,1.57,0.027,0.021
24658,79.36487564,60.18200071,20.31,7.495,7.008,0.76,0.005,0.004
24660,79.37805466,14.5142231,18.54,9.376,8.604,1.09,0.021,0.017
24663,79.37983989,20.1320709,13.66,7.293,6.741,1.64,0.008,0.009
24727,79.54395049,33.37200411,13.92,6.188,4.687,1.39,0.004,0.002
24813,79.78365993,40.10066732,79.08,5.453,4.757,0.9,0.003,0.003
24822,79.81912416,22.09669104,15.83,6.151,5.055,0.86,0.004,0.003
24832,79.8488498,33.98543113,13.85,6.789,6.517,0.81,0.005,0.005
24877,80.00293918,32.78569297,17.35,7.685,7.071,0.91,0.006,0.006
24883,80.01508236,13.54520689,18.93,8.156,7.56,0.98,0.011,0.01
24923,80.10580114,11.60985081,18.26,9.98,9.106,1.58,0.03,0.023
25034,80.41300347,15.84718321,17.48,8.23,7.751,1.04,0.013,0.01
25052,80.45455296,51.48680715,19.82,8.582,7.83,1.0,0.013,0.011
25094,80.58127514,59.27860298,34.0,8.022,7.167,0.86,0.007,0.006
25127,80.67796662,13.22919231,20.54,10.009,9.212,1.22,0.03,0.024
25137,80.69158009,47.91405389,16.14,9.986,9.246,1.29,0.03,0.025
25166,80.76294957,46.98698851,24.12,9.093,8.221,1.17,0.018,0.014
25189,80.83317317,54.80062386,29.37,10.867,9.591,1.46,0.049,0.027
25195,80.86054681,16.98186124,19.97,8.79,8.197,1.3,0.015,0.014
25220,80.90927585,17.32413076,69.76,9.382,8.051,1.5,0.023,0.014
25278,81.10545973,17.38355205,68.19,5.642,5.062,0.94,0.004,0.004
25393,81.47878077,61.7830635,22.37,10.476,9.269,1.2,0.031,0.018
25400,81.50681426,25.75977978,13.05,8.993,8.474,1.19,0.017,0.016
25414,81.53086407,61.24211642,20.64,9.233,8.434,1.08,0.012,0.01
25428,81.57290804,28.60787346,24.89,1.605,1.67,0.88,0.01,0.008
25523,81.8749656,18.84642874,21.24,10.746,9.64,1.57,0.065,0.039
25566,81.97077483,56.27902434,12.69,8.677,8.16,1.08,0.015,0.014
25580,82.00384487,33.76421211,29.54,6.995,6.466,0.91,0.005,0.005
25586,82.025246,22.93065859,17.69,9.494,8.739,1.38,0.02,0.017
25589,82.03860605,16.43914771,16.44,7.663,6.937,1.29,0.008,0.007
25662,82.21491883,12.55135347,34.55,7.42,6.799,0.88,0.007,0.005
25716,82.36278367,15.57760123,57.5,12.912,10.66,2.16,0.409,0.072
25717,82.36365254,13.42757089,13.56,8.689,8.251,1.23,0.013,0.013
25749,82.47167537,53.43274127,17.88,7.602,7.182,0.84,0.007,0.006
25814,82.6976551,8.39874346,12.7,8.801,8.122,1.29,0.014,0.012
25860,82.8075176,15.77435794,18.66,9.427,8.692,1.35,0.018,0.015
25873,82.8476785,12.55642206,28.0,9.443,8.505,1.31,0.02,0.015
25880,82.8712024,54.65554473,24.43,8.301,7.584,1.18,0.012,0.009
25973,83.14033281,57.22161686,22.79,7.159,6.52,0.81,0.005,0.004
26018,83.27907033,20.03628221,21.71,9.885,8.892,2.45,0.032,0.022
26027,83.28806064,15.94406119,14.25,8.814,8.257,1.21,0.016,0.015
26037,83.32052116,39.50603796,18.52,8.827,8.153,1.29,0.022,0.019
26080,83.43609844,38.87638728,14.15,9.475,8.804,1.34,0.021,0.019
26100,83.50009064,15.58461475,17.44,8.002,7.379,1.08,0.009,0.012
26129,83.57336415,11.98886208,14.13,9.88,9.161,1.47,0.03,0.026
26196,83.75294948,28.09917215,27.05,11.711,10.246,1.74,0.109,0.05
26231,83.83508853,13.28455044,13.34,8.562,8.033,1.18,0.016,0.015
26310,84.04681515,44.32641882,14.96,7.772,7.305,0.93,0.012,0.012
26326,84.10422167,32.00366143,16.28,8.644,8.047,1.22,0.015,0.014
26330,84.11835929,25.58787152,14.7,9.168,8.615,1.41,0.019,0.017
26335,84.12913389,11.32800602,87.9,10.733,9.039,1.29,0.066,0.025
26366,84.22637775,9.291412,28.1,5.301,4.198,0.91,0.002,0.002
26381,84.26056715,20.73180857,30.08,8.481,7.701,1.15,0.014,0.014
26382,84.26545679,17.0404091,18.56,5.81,5.558,0.86,0.004,0.005
26384,84.26630462,52.52392898,26.12,11.546,10.249,1.9,0.071,0.037
26392,84.27996591,41.82833557,22.35,7.695,7.1,1.2,0.012,0.01
26444,84.40429072,6.11222256,21.01,8.314,7.705,1.2,0.01,0.009
26505,84.55156564,51.44548289,48.72,8.773,7.819,1.0,0.016,0.012
26544,84.67357853,32.47510928,14.63,8.532,8.01,0.95,0.013,0.012
26556,84.70223325,55.74791937,16.22,8.464,7.95,0.8,0.009,0.008
26587,84.77247542,56.36036185,16.64,7.513,7.078,0.79,0.005,0.005
26592,84.7863353,41.358853,13.05,7.718,6.552,0.89,0.008,0.005
26651,84.96456571,24.22536781,18.64,7.565,7.186,0.99,0.01,0.01
26653,84.96816107,52.89783269,35.91,8.796,7.923,1.12,0.013,0.01
26664,85.00707298,6.06117663,23.32,9.744,8.736,1.31,0.026,0.019
26689,85.07329557,16.39321489,17.82,7.94,7.418,1.08,0.014,0.014
26710,85.14609065,55.09938282,12.68,8.586,8.136,1.0,0.008,0.008
26729,85.19327446,9.26561527,13.68,8.743,8.037,1.06,0.013,0.011
26744,85.24093606,32.89599354,16.13,7.307,6.79,0.9,0.006,0.006
26761,85.27276976,24.35021559,17.34,8.18,7.673,1.17,0.012,0.015
26779,85.33472092,53.48233045,81.69,7.274,6.297,0.83,0.005,0.004
26799,85.37116657,34.81296871,16.05,9.854,9.18,1.43,0.031,0.027
26801,85.37802824,53.49105798,80.13,11.511,9.838,1.67,0.08,0.027
26807,85.39311117,15.21418407,26.51,8.531,7.785,1.11,0.013,0.011
26844,85.49507883,15.33733032,46.51,12.288,10.772,2.35,0.287,0.124
26907,85.69037392,2.68032382,31.9,9.62,8.653,1.28,0.033,0.024
26933,85.74458429,54.25762995,23.49,10.401,9.379,1.4,0.028,0.019
26942,85.75690634,56.58145257,16.26,7.273,6.152,0.7,0.005,0.004
26974,85.86088457,52.48872616,33.02,7.892,7.216,0.95,0.006,0.006
27067,86.10281216,40.40488757,19.06,8.955,8.331,2.02,0.029,0.026
27070,86.11018989,40.40755605,19.06,11.097,9.941,2.02,0.108,0.067
27118,86.25749324,4.00819399,19.79,6.486,6.136,1.01,0.004,0.004
27123,86.27801362,33.62646373,18.64,7.295,6.829,0.96,0.006,0.006
27155,86.34823148,35.61798133,17.85,10.664,9.671,2.13,0.059,0.037
27165,86.37412381,52.16150412,21.89,7.617,6.927,0.88,0.005,0.004
27192,86.45636894,40.50724268,16.29,6.869,6.599,0.83,0.006,0.008
27207,86.50636958,37.28588759,48.6,8.396,7.417,1.03,0.016,0.009
27249,86.62653944,56.11571824,16.89,6.122,5.947,0.73,0.004,0.004
27251,86.63326493,42.07385525,13.15,9.509,8.875,1.39,0.024,0.022
27253,86.64566124,1.16853796,23.57,6.894,6.017,0.92,0.007,0.005
27372,86.95829154,46.9836749,13.6,8.94,8.269,1.32,0.02,0.017
27431,87.12841696,7.55133697,13.11,7.543,7.122,0.87,0.006,0.007
27483,87.29358126,39.18113322,15.34,5.728,4.621,0.8,0.004,0.004
27527,87.44035109,27.12203652,28.1,9.963,8.89,1.36,0.036,0.024
27528,87.44243821,32.97313681,24.57,9.333,8.516,1.37,0.022,0.018
27641,87.7636008,11.49886298,17.35,7.981,7.043,1.02,0.01,0.007
27673,87.87246934,39.14847936,15.17,5.427,4.098,0.88,0.003,0.002
27706,87.99863419,37.83282316,15.12,8.87,7.976,1.07,0.016,0.012
27758,88.12282384,-2.28531335,18.4,7.893,7.315,1.16,0.012,0.009
27793,88.22333393,39.19425143,19.48,9.739,8.863,1.37,0.043,0.034
27820,88.30246868,11.8144892,16.53,7.759,7.248,1.0,0.009,0.008
27844,88.36944204,37.33884958,14.93,7.344,6.86,1.19,0.008,0.008
27878,88.49480606,12.42006913,18.64,8.474,7.828,1.05,0.013,0.011
27913,88.59618305,20.27641498,115.43,5.125,4.466,1.08,0.003,0.003
27918,88.61887783,2.14380286,37.57,10.118,8.892,1.26,0.032,0.02
27933,88.65262052,11.48555782,12.76,7.633,7.341,0.94,0.007,0.007
27936,88.66996975,-3.48238066,14.97,8.757,8.176,1.17,0.013,0.012
27949,88.71160776,55.7069049,13.54,5.034,4.973,0.72,0.003,0.003
27973,88.74591834,31.70193276,12.72,6.086,5.921,0.98,0.004,0.004
27980,88.75841263,-0.50784823,21.41,8.411,7.724,1.1,0.011,0.012
28066,89.01336958,13.92608804,35.72,7.413,6.668,1.0,0.012,0.011
28135,89.20105281,10.47976578,25.08,11.312,10.009,1.92,0.092,0.043
28145,89.21545211,35.73337114,17.52,9.37,8.714,1.24,0.027,0.023
28159,89.25717873,15.74195886,14.69,8.954,8.25,1.24,0.014,0.012
28188,89.35757774,21.98105118,16.57,9.566,9.066,1.47,0.022,0.022
28212,89.41559848,33.26036875,14.8,8.116,7.529,0.97,0.01,0.01
28267,89.58955821,-4.65017345,43.1,7.882,7.074,0.93,0.008,0.007
28312,89.73776699,18.9799834,13.5,9.19,8.533,1.22,0.016,0.014
28356,89.87464496,2.47613161,14.87,8.295,7.795,0.98,0.011,0.01
28358,89.88145972,54.28498197,23.22,5.026,3.842,0.91,0.003,0.002
28360,89.88237261,44.94743492,39.72,1.989,1.904,0.78,0.005,0.005
28380,89.93015897,37.21276409,18.83,2.574,2.641,0.81,0.005,0.009
28428,90.05758139,4.83519391,18.69,8.215,7.53,0.96,0.011,0.01
28445,90.08907987,31.43079299,21.69,10.566,9.505,1.73,0.032,0.02
28494,90.22497402,21.02186958,31.56,11.655,10.206,2.08,0.109,0.053
28502,90.25558558,32.22548806,20.33,10.856,9.791,1.9,0.052,0.033
28517,90.29189835,31.03451677,12.71,6.306,6.201,1.0,0.003,0.003
28614,90.59579323,9.64736756,21.49,4.347,4.15,0.82,0.003,0.002
28626,90.65672697,32.5913924,15.43,7.305,6.847,1.0,0.006,0.006
28634,90.68796982,47.80930399,35.21,7.167,6.559,0.8,0.005,0.004
28644,90.72965494,32.63621103,20.02,6.746,6.276,0.86,0.005,0.004
28683,90.840589,31.39014934,14.41,7.573,7.125,0.89,0.007,0.008
28734,91.0300689,23.26363207,21.64,5.221,4.266,1.06,0.003,0.003
28767,91.12444026,44.26081415,30.0,7.416,6.801,0.82,0.006,0.005
28813,91.24243225,14.3888923,24.56,7.321,6.776,0.85,0.006,0.006
28823,91.26425064,42.9819855,19.38,6.3,5.933,0.8,0.004,0.004
28854,91.36258158,-10.24265912,16.96,6.303,5.92,0.86,0.004,0.003
28884,91.48013722,26.55574982,23.97,10.611,9.549,1.45,0.043,0.028
28908,91.53593305,35.38845807,37.9,6.843,6.191,0.83,0.006,0.004
28954,91.66896343,15.54235694,64.71,7.798,6.852,0.91,0.01,0.006
28985,91.74400175,-6.20263698,14.48,6.853,6.614,0.9,0.005,0.007
29001,91.78822383,16.556297,27.97,7.958,7.406,1.05,0.01,0.009
29003,91.79155788,37.16439586,13.77,9.414,8.675,1.43,0.016,0.013
29063,91.96781348,8.22027251,28.92,10.106,9.062,1.31,0.031,0.021
29074,91.99602995,27.42845793,22.46,8.803,8.091,1.12,0.013,0.011
29079,92.01685006,39.2096528,14.4,9.182,8.589,1.61,0.017,0.016
29080,92.0181544,50.5832827,12.99,8.829,8.364,1.15,0.012,0.012
29113,92.08959887,50.7544506,17.32,9.5,8.824,1.25,0.02,0.017
29116,92.10306574,31.20305571,16.19,8.915,8.348,1.29,0.014,0.013
29118,92.10577945,-11.14625666,13.02,7.056,6.879,1.28,0.004,0.006
29133,92.17934057,-2.49987463,15.51,9.481,8.779,1.11,0.019,0.017
29189,92.36270555,17.83450766,12.89,9.053,8.475,1.34,0.015,0.014
29208,92.39948938,5.66878655,33.42,9.537,8.496,1.21,0.023,0.016
29210,92.40089482,-5.71143334,16.39,6.572,6.2,0.87,0.006,0.006
29221,92.42459484,19.09329016,16.08,11.068,10.025,1.85,0.06,0.04
29242,92.48517709,34.135932,25.0,9.433,8.531,1.16,0.02,0.015
29248,92.5039262,17.93476897,22.18,9.277,8.562,1.41,0.018,0.015
29396,92.92285825,7.77843883,13.71,7.807,7.372,0.89,0.007,0.008
29432,93.00187959,6.78369045,43.26,7.642,6.936,0.87,0.008,0.007
29461,93.11352122,-3.63671438,14.41,8.783,7.893,1.0,0.014,0.011
29525,93.30190191,10.62786588,55.2,7.251,6.504,0.96,0.005,0.005
29544,93.38275855,14.01681404,12.64,8.363,7.782,0.99,0.01,0.01
29573,93.46966294,2.80949722,16.16,8.667,7.503,1.12,0.013,0.009
29611,93.60165281,5.16876762,33.74,9.526,8.484,1.33,0.02,0.014
29650,93.71223277,19.15688949,47.33,5.733,5.257,0.86,0.003,0.004
29659,93.72802135,42.12351386,15.67,8.886,8.244,1.16,0.014,0.013
29690,93.82340934,42.14284977,14.04,9.513,8.953,1.41,0.02,0.019
29696,93.84473576,29.49871224,19.31,5.633,4.439,0.83,0.004,0.002
29711,93.8735826,-4.91463574,15.03,6.113,6.013,0.76,0.004,0.006
29716,93.89315534,-0.51165873,28.02,6.209,5.675,0.76,0.004,0.003
29725,93.91273142,36.14868102,20.7,7.351,6.899,2.44,0.007,0.008
29800,94.11070845,12.2717103,51.0,5.544,5.087,0.9,0.003,0.002
29810,94.16484097,25.20707803,29.76,10.743,9.436,2.16,0.052,0.028
29814,94.17878597,47.0615442,20.39,10.163,9.272,1.3,0.029,0.021
29815,94.18122746,32.24270916,15.61,9.306,8.699,1.26,0.016,0.015
29824,94.21057254,44.7065332,24.87,10.035,9.122,1.15,0.025,0.019
29850,94.27756971,9.94253598,12.85,5.527,5.41,0.8,0.003,0.003
29860,94.31770235,5.09969578,51.76,6.447,5.772,0.78,0.004,0.003
29875,94.35737567,17.98943483,30.33,11.949,10.577,2.14,0.14,0.066
29878,94.37563467,32.26336071,14.96,8.21,7.707,0.98,0.01,0.009
29882,94.39038216,35.14909924,20.83,7.192,6.727,0.9,0.007,0.006
29884,94.39451401,46.42392575,13.86,6.846,6.553,0.78,0.004,0.004
29958,94.59201416,-13.869656,32.3,11.535,10.024,2.1,0.079,0.031
29991,94.70135441,6.72560923,12.55,8.568,7.998,1.12,0.011,0.01
30018,94.7551972,38.5316515,16.96,11.216,10.253,1.84,0.083,0.054
30023,94.77008184,47.3941145,31.33,7.497,6.898,0.82,0.006,0.006
30030,94.78354667,-3.43888711,20.1,8.651,8.019,0.99,0.012,0.011
30067,94.91742934,16.01328387,36.32,7.29,6.686,0.9,0.006,0.005
30112,95.0553193,2.25914233,35.74,11.757,9.97,1.53,0.121,0.041
30114,95.05950169,-10.72496962,19.83,8.525,7.773,1.02,0.007,0.006
30167,95.21022289,-4.59537747,14.38,7.054,6.791,0.85,0.005,0.006
30188,95.26706992,29.37171516,17.81,7.449,7.053,1.22,0.01,0.006
30220,95.36539622,17.29508674,24.89,10.235,9.169,1.61,0.044,0.029
30232,95.4057403,-18.16644584,22.64,8.49,7.798,0.94,0.012,0.009
30243,95.43140738,-0.53874678,24.33,8.452,7.699,0.92,0.012,0.009
30270,95.51273832,34.59751121,14.39,8.316,7.704,0.94,0.013,0.012
30318,95.65176776,12.57031541,15.87,6.372,6.036,1.0,0.006,0.005
30343,95.73996302,22.51385027,14.07,4.997,3.086,0.93,0.006,0.006
30419,95.94207368,4.59283881,25.39,4.644,4.433,1.02,0.004,0.003
30421,95.94343443,6.0065735,14.56,10.241,9.354,1.5,0.036,0.026
30486,96.12831995,38.56939367,22.29,8.363,7.665,1.05,0.008,0.009
30509,96.19761808,-5.50356552,17.11,8.259,7.759,0.93,0.008,0.008
30513,96.209174,4.87208478,20.58,7.623,7.095,0.94,0.014,0.011
30521,96.22480792,-13.23028053,14.41,8.864,8.188,0.97,0.011,0.01
30545,96.31836214,-0.94535265,30.22,6.544,5.938,0.92,0.008,0.007
30552,96.33465718,11.23338336,30.36,7.691,7.079,0.92,0.013,0.01
30561,96.36344913,29.57118938,14.94,9.698,8.894,1.55,0.026,0.021
30630,96.54301206,18.75730314,68.2,8.024,6.912,1.1,0.011,0.011
30665,96.66333841,13.10142119,13.23,7.234,6.66,0.97,0.01,0.01
30666,96.66496281,-1.50726444,14.26,5.959,5.881,0.89,0.004,0.004
30755,96.94011353,24.32020697,14.11,10.385,9.493,1.66,0.048,0.034
30804,97.07832159,10.30399931,13.09,7.665,6.284,0.88,0.011,0.006
30815,97.11712064,16.23850447,15.49,7.367,6.339,0.92,0.008,0.005
30838,97.1592461,-0.72108177,13.19,7.366,6.87,0.9,0.007,0.007
30860,97.19059648,38.96309296,20.43,8.825,7.959,0.98,0.013,0.01
30862,97.19268426,36.48051961,38.98,7.899,7.217,0.9,0.009,0.006
30880,97.23470629,26.96764519,21.82,7.206,6.641,1.03,0.005,0.006
30886,97.25069348,11.01924211,16.45,6.932,6.619,1.02,0.006,0.009
30890,97.2657186,17.74562999,20.93,8.33,7.669,1.23,0.015,0.011
30893,97.27370602,27.00989342,33.96,9.667,8.693,1.46,0.022,0.016
30905,97.30445502,10.93404377,27.67,9.182,8.22,1.29,0.022,0.016
30939,97.40372704,8.49246928,19.94,8.262,7.677,1.09,0.014,0.011
