#HIP (Name),Ra (Degrees),Dec (Degrees),Plx (milliarcsec),B (mag),V (mag),err_Plx,err_B,err_V
3028,9.63821988,-12.17262517,24.02,10.247,9.268,1.22,0.034,0.022
3031,9.63958024,29.312369,19.34,5.439,4.447,0.76,0.003,0.003
3033,9.64337184,6.02198658,14.61,9.456,8.808,1.04,0.023,0.021
3035,9.65067436,-23.59913798,16.01,7.597,7.157,0.94,0.007,0.006
3053,9.69033976,-85.41237038,26.42,8.697,7.826,0.61,0.01,0.008
3054,9.69844701,31.01929218,16.48,9.779,9.097,1.19,0.043,0.039
3055,9.70063519,0.9465132,12.73,9.627,8.858,1.18,0.025,0.02
3084,9.79683421,-57.96778762,12.5,7.345,6.856,0.66,0.005,0.005
3086,9.80336453,3.13320203,21.79,8.112,7.419,0.88,0.008,0.006
3092,9.83165567,30.86122579,32.19,4.945,3.419,0.68,0.003,0.003
3097,9.85771167,74.7499202,15.82,10.092,9.308,0.96,0.029,0.024
3101,9.86776727,26.73691109,14.72,9.533,8.89,1.07,0.022,0.02
3115,9.9093168,-3.08305962,13.27,8.482,7.934,1.09,0.013,0.014
3119,9.91921008,11.53230972,20.14,8.045,7.486,0.91,0.009,0.01
3122,9.93184864,-11.15047993,13.82,7.337,6.879,0.79,0.006,0.005
3125,9.93497867,-26.46595942,24.73,11.868,10.396,1.63,0.127,0.049
3132,9.94897859,82.4935747,30.95,7.046,6.457,0.5,0.004,0.004
3142,9.98996521,-33.96118617,24.12,7.291,6.744,0.82,0.006,0.005
3148,10.00766279,-46.91262655,13.44,9.476,8.811,1.16,0.013,0.011
3164,10.0802653,26.6662449,16.01,8.724,8.196,0.93,0.014,0.014
3169,10.10140616,-7.65641664,17.02,8.096,7.495,0.95,0.015,0.011
3170,10.10273354,-59.45568115,39.26,6.571,5.96,0.56,0.005,0.007
3174,10.11418791,16.58014668,14.62,9.073,8.334,0.97,0.015,0.012
3179,10.12661349,56.53740928,14.27,3.768,2.377,0.57,0.002,0.002
3181,10.12789463,-27.27586925,19.11,9.653,8.849,1.13,0.018,0.015
3182,10.13394965,-29.86854449,17.32,9.481,8.768,1.19,0.017,0.014
3185,10.13501584,-23.80399309,35.02,7.03,6.231,0.74,0.007,0.004
3195,10.18239757,-49.59175247,23.09,9.746,8.886,1.37,0.015,0.011
3203,10.19784263,-7.23238377,38.65,7.788,7.037,1.1,0.011,0.009
3206,10.20415817,40.18879925,57.9,8.578,7.457,0.98,0.009,0.006
3210,10.21444826,-53.20980159,21.91,7.991,7.431,0.82,0.007,0.006
3214,10.21930456,31.11650674,17.45,8.114,7.643,0.88,0.01,0.009
3232,10.28196824,19.25461642,20.28,11.074,9.883,1.77,0.079,0.045
3236,10.29977784,9.35530818,29.99,7.14,6.576,0.83,0.006,0.005
3238,10.30124327,-68.45781835,13.75,10.11,9.4,0.93,0.023,0.02
3245,10.33156671,-46.08500934,13.19,5.825,4.707,0.67,0.003,0.002
3254,10.36135883,-73.11292731,13.82,10.838,10.037,1.13,0.044,0.035
3261,10.37798776,-33.62495401,50.29,13,10.646,1.93,0.327,0.06
3267,10.39382484,65.86836175,20.99,7.606,6.998,0.66,0.006,0.006
3272,10.42475955,20.13722011,16.94,8.402,7.905,0.94,0.014,0.016
3277,10.44292464,-56.50145475,15.29,5.965,5.73,0.58,0.004,0.003
3279,10.44561425,55.68233412,14.53,9.384,8.682,1.09,0.011,0.009
3280,10.4532301,18.32655867,19.15,12.594,10.965,2.1,0.349,0.135
3282,10.46249707,-53.96364216,18.72,12.197,10.713,1.86,0.139,0.057
3292,10.50357246,-53.19931955,14.87,9.404,8.822,1.19,0.014,0.013
3293,10.50597309,40.6884102,20.38,7.562,7.082,1.02,0.007,0.007
3304,10.53041412,-17.74065467,13.09,10.442,9.607,1.5,0.041,0.032
3311,10.54039926,-3.05603153,19.59,9.236,8.448,1.12,0.017,0.014
3317,10.56807572,-56.87556696,18.33,11.916,10.61,1.58,0.107,0.054
3318,10.5768482,-45.5510433,16.84,8.756,8.208,1.03,0.011,0.01
3326,10.59672229,4.16667497,16.16,8.321,7.785,1.19,0.014,0.015
3330,10.61790472,-65.46813002,24.59,5.984,5.442,0.51,0.003,0.003
3342,10.65022626,-16.703278,18.19,9.731,8.939,1.45,0.021,0.017
3352,10.67349903,-60.26268184,13.73,7.705,6.138,0.58,0.007,0.004
3362,10.70025783,35.54860264,42.03,12.4,10.551,1.98,0.234,0.069
3369,10.71149682,-9.92163939,24.48,7.238,6.703,0.91,0.009,0.006
3391,10.80233084,-37.98235299,22.7,8.78,7.986,0.99,0.013,0.01
3405,10.83851683,-57.46309763,13.57,4.361,4.365,0.57,0.002,0.002
3406,10.8452144,-9.31587562,15.87,9.961,9.298,1.31,0.036,0.032
3410,10.85287972,-0.89412919,14.57,10.072,9.34,1.33,0.033,0.028
3414,10.8670447,47.02463657,18.71,5.169,4.976,0.73,0.003,0.002
3418,10.88750898,33.8454328,48.16,10.111,8.859,1.04,0.029,0.017
3419,10.89678452,-17.9866841,34.04,3.362,2.159,0.82,0.004,0.004
3423,10.90417006,-24.72935674,14.15,10.546,9.729,1.66,0.036,0.029
3434,10.95296967,-37.47278427,13.46,8.191,7.686,1.61,0.01,0.008
3436,10.9587023,-12.01130744,18.76,7.432,6.124,0.92,0.007,0.005
3438,10.96776657,33.31068398,12.96,7.275,6.938,0.86,0.007,0.007
3443,10.99558074,-24.87244013,12.92,9.295,8.626,1.23,0.016,0.014
3455,11.04752272,-10.60927365,15.54,6.066,4.882,0.82,0.004,0.003
3466,11.0822797,7.77090105,13.2,9.257,8.665,1.14,0.018,0.017
3470,11.08845455,-85.89152517,15.37,8.947,8.351,0.66,0.012,0.011
3479,11.11019153,-26.51604473,30.58,8.629,7.868,1.08,0.011,0.009
3483,11.11516413,-13.41574666,13.76,8.139,7.622,1.03,0.009,0.007
3493,11.15409524,-18.94716716,29.58,12.208,10.879,2.21,0.168,0.074
3497,11.16268466,-65.64771794,45.76,7.347,6.624,0.56,0.006,0.004
3502,11.17135034,20.44922868,12.85,9.615,8.753,1.27,0.023,0.017
3505,11.18515547,-22.00633247,35.92,5.62,5.262,0.69,0.003,0.003
3509,11.19905823,67.15832122,21.8,7.468,6.944,0.62,0.006,0.006
3512,11.2078201,56.41491061,16.65,10.408,9.444,1.29,0.021,0.015
3521,11.23801546,-42.67632489,15.01,6.279,5.968,0.71,0.003,0.003
3527,11.24883557,-53.71490037,22.09,6.791,6.209,0.65,0.004,0.003
3531,11.25627971,-7.89488136,18.75,12.222,11.434,2.3,0.254,0.193
3533,11.26559075,75.93802855,26.87,8.148,7.268,0.63,0.008,0.007
3535,11.2705124,1.78691411,45.43,9.312,8.128,0.95,0.017,0.011
3540,11.29502236,0.25340728,24.27,7.64,7.065,0.88,0.006,0.005
3551,11.3403045,16.98439472,20.12,11.004,10.005,1.64,0.063,0.043
3553,11.36099989,-46.54893717,13.63,9.998,9.319,1.26,0.015,0.013
3559,11.36961318,-12.88030968,31.39,6.906,6.22,1.03,0.005,0.005
3571,11.40727587,26.06675118,27.96,12.184,11.16,2.08,0.27,0.171
3578,11.42468671,-48.30116131,25.89,8.717,7.942,1.06,0.007,0.006
3579,11.42912919,-67.87477429,19.99,10.942,9.859,1.06,0.051,0.031
3583,11.43930832,-47.55217573,66.92,6.572,5.867,0.73,0.002,0.002
3587,11.44840072,66.49284151,23.1,8.186,7.603,0.78,0.008,0.007
3588,11.45019784,-41.90900883,62.41,9.41,7.971,1.6,0.025,0.013
3589,11.46162953,54.97801339,20.56,8.212,7.667,1.69,0.014,0.014
3597,11.5132021,40.80905639,16.37,8.156,7.618,0.97,0.008,0.009
3603,11.53225819,-44.10366036,15.8,9.448,8.725,1.16,0.015,0.013
3617,11.60149417,30.94279923,14.1,8.368,7.256,0.9,0.011,0.008
3629,11.62976403,-28.5536536,14.22,9.927,9.226,1.27,0.026,0.021
3633,11.64135157,14.32558918,21.51,10.951,10.014,1.44,0.066,0.044
3641,11.65929285,69.32537127,24.65,6.88,6.445,0.59,0.003,0.004
3643,11.66149212,-36.03341734,17.2,9.296,8.683,0.99,0.015,0.013
3645,11.6688228,-4.42640522,35.74,8.595,7.653,2.71,0.013,0.01
3693,11.83495908,24.26737703,17.98,5.51,4.216,0.83,0.004,0.004
3704,11.87869685,-36.93934176,19.99,8.489,7.906,0.94,0.01,0.01
3716,11.92492045,-82.507495,13.96,10.145,9.39,1.38,0.024,0.02
3730,11.97803517,20.92531069,17.41,7.123,6.573,0.87,0.007,0.007
3745,12.01491791,-25.07904214,16.87,9.882,8.974,1.39,0.023,0.017
3747,12.02551587,-54.20089964,16.7,12.533,10.807,1.74,0.239,0.072
3750,12.03698124,72.67445774,14.65,7.148,5.97,1.35,0.005,0.003
3765,12.09388786,5.28338873,134.04,6.875,5.845,0.86,0.006,0.003
3773,12.12318298,-18.66336118,14.86,10.352,9.616,1.38,0.031,0.027
3777,12.13826887,0.38211049,12.85,8.95,8.238,1,0.014,0.012
3781,12.14632729,-74.92335356,15.94,6.871,5.241,0.48,0.004,0.003
3788,12.17172583,-28.4952978,15.91,7.183,6.823,0.98,0.006,0.005
3795,12.18675807,18.68565151,16.28,8.313,7.649,1.21,0.016,0.013
3810,12.2446238,16.9411337,41.8,5.684,5.124,0.75,0.004,0.004
3813,12.25615885,-50.14439383,46.32,12.276,11.046,2.06,0.146,0.079
3821,12.27125262,57.8165477,167.99,4.158,3.52,0.62,0.003,0.003
3832,12.29936838,-53.7740789,19.48,8.138,7.628,0.76,0.007,0.006
3834,12.3079102,-24.13652681,17.7,7.113,6.001,0.99,0.006,0.004
3855,12.32088326,20.06304103,19.47,11.589,10.94,1.99,0.111,0.106
3850,12.36015525,-23.21277388,53.09,8.109,7.247,1.02,0.01,0.008
3857,12.38642207,44.05939726,14.85,8.466,7.845,1.32,0.011,0.01
3859,12.39023026,38.20496538,18.65,8.68,8.093,1.04,0.013,0.011
3860,12.39207268,67.95272431,16.59,11.482,10.4,1.54,0.078,0.045
3864,12.39615242,-54.16416149,13.04,8.705,8.202,1.11,0.01,0.009
3870,12.42242062,-18.68197027,14.23,10.668,9.823,1.53,0.04,0.03
3876,12.44099553,70.44899713,46.47,8.921,7.843,0.7,0.011,0.008
3879,12.45094373,-54.59336435,35.95,11,9.636,1.22,0.04,0.021
3890,12.48023049,26.9229546,19.5,9.978,9.145,1.08,0.023,0.018
3909,12.53218487,-10.64377045,64.69,5.78,5.228,1.03,0.004,0.004
3911,12.53815505,-83.7439717,16.94,8.563,8.012,0.61,0.01,0.009
3913,12.56074991,-31.33255899,14.41,11.734,10.468,1.77,0.108,0.053
3924,12.60079553,-64.06781229,18.41,8.648,8.044,0.79,0.009,0.008
3930,12.61379631,59.50273074,21.34,11.344,10.284,1.66,0.06,0.035
3949,12.67136689,-50.98692422,13.06,5.67,5.273,0.59,0.003,0.003
3961,12.71847773,-71.15152645,25.74,7.391,6.903,0.62,0.005,0.006
3965,12.73860936,51.50803371,15,6.728,6.405,0.72,0.003,0.003
3979,12.79456039,-5.03898875,45.27,7.805,7.056,0.97,0.014,0.01
3998,12.84050486,18.7399011,45.71,10.831,9.355,1.66,0.062,0.028
3999,12.84198032,-38.52874769,19.09,7.852,7.204,0.92,0.007,0.007
4003,12.85054069,-78.64368714,16.93,11.112,9.992,1.06,0.048,0.029
4005,12.85403677,32.65728762,18.78,7.937,7.34,0.88,0.01,0.009
4010,12.86133373,-43.59065723,20.84,10.801,9.808,1.61,0.043,0.028
4012,12.86707054,58.3010422,54.23,12.223,10.809,2.12,0.155,0.068
4016,12.87115851,56.50196415,15.96,8.889,8.171,0.94,0.01,0.009
4022,12.89013153,-22.90939545,65.81,10.652,9.149,1.44,0.049,0.023
4024,12.89365663,-14.89000959,26.54,11.182,9.822,1.51,0.068,0.033
4041,12.95657932,78.62577543,24.87,9.428,8.542,0.82,0.019,0.014
4062,13.00601299,-74.86998379,13.03,9.398,8.731,0.75,0.015,0.013
4072,13.05366556,-22.61675897,18.48,7.897,7.365,1.47,0.027,0.028
4084,13.1021386,-69.50359643,16.33,7.248,6.705,1.59,0.006,0.005
4093,13.13304691,-20.99605992,14.21,8.637,7.887,1.19,0.011,0.009
4103,13.16671383,31.45946741,25.86,9.288,8.427,1.16,0.016,0.013
4120,13.19559715,9.80358075,23.39,9.533,8.6,2.04,0.02,0.015
4127,13.215928,40.24544245,23.82,7.473,6.832,0.87,0.006,0.005
4131,13.22509998,-0.38128772,13.7,8.968,8.281,0.97,0.014,0.012
4144,13.24718195,39.04300372,19.44,8.437,7.818,0.94,0.009,0.007
4148,13.25298157,-30.35699137,71.01,8.343,7.28,0.78,0.014,0.01
4151,13.26783051,61.12355735,53.85,5.466,4.856,0.6,0.002,0.002
4164,13.30164021,-24.77697293,13.43,7.036,6.587,1.02,0.005,0.006
4166,13.30840777,19.14682051,14.96,10.522,9.666,1.68,0.049,0.037
4168,13.30921292,50.86322952,12.76,9.506,8.888,1.27,0.013,0.012
4194,13.395191,-22.20333385,21.15,9.816,8.995,1.37,0.022,0.016
4195,13.39727512,-24.02956237,17.16,9.457,8.77,1.2,0.016,0.014
4205,13.41815926,43.36370529,22.41,7.899,7.263,1.63,0.008,0.005
4242,13.53785717,-18.03190991,14.46,9.982,9.032,1.25,0.019,0.014
4283,13.71984836,83.70746159,13.3,5.717,5.601,0.57,0.002,0.003
4288,13.74174956,23.62844595,25.69,6.791,5.611,1.29,0.007,0.006
4290,13.74745006,24.10070725,33.92,8.181,7.473,0.91,0.009,0.008
4291,13.74796307,-74.30263442,20.41,7.937,6.793,0.58,0.008,0.006
4293,13.75124739,-69.52697888,15.52,6.845,5.575,0.52,0.004,0.003
4301,13.7789935,23.41612891,12.66,8.152,7.652,0.93,0.011,0.012
4308,13.79690185,-5.43522753,13.39,9.853,9.13,1.48,0.028,0.024
4310,13.79943524,-16.97108089,20.24,9.196,8.017,1.19,0.018,0.012
4311,13.79982952,-47.4055327,18.77,7.307,6.784,0.96,0.004,0.004
4312,13.80046465,0.93295838,23.01,12.014,10.758,1.81,0.133,0.07
4353,13.95413097,-29.67637996,32.77,10.939,9.578,1.71,0.048,0.024
4376,14.01561251,-20.70197212,16.72,8.801,8.23,1.1,0.01,0.009
4385,14.05463596,-7.57709226,14.27,8.295,7.783,1.06,0.015,0.013
4387,14.05604418,15.65625615,14.31,9.429,8.747,1.28,0.019,0.017
4393,14.0715564,52.49123259,24.39,8.325,7.598,0.87,0.007,0.005
4394,14.08013332,-65.44535008,20.42,11.243,10.144,1.21,0.062,0.037
4395,14.08678605,-63.95878686,22.34,8.182,7.265,0.65,0.008,0.005
4403,14.11695537,-6.72105884,12.83,8.983,8.403,1.05,0.016,0.015
4417,14.15075912,-24.03799814,16.15,11.04,9.983,1.64,0.057,0.035
4418,14.15319545,-18.86485874,19,11.552,10.29,1.74,0.074,0.037
4420,14.15730291,-23.65660194,13.81,9.52,8.944,1.21,0.02,0.018
4422,14.16671042,59.18116582,15.84,5.843,4.732,0.58,0.002,0.002
4423,14.16732517,17.95993365,14.75,9.137,8.416,1.33,0.017,0.015
4436,14.18790699,38.49925513,23.93,4.038,3.881,1.22,0.002,0.002
4446,14.22912074,68.77574214,16.73,6.812,6.428,0.65,0.004,0.004
4448,14.23075943,-51.87554417,22.95,10.259,9.097,2.16,0.025,0.016
4454,14.26352093,69.04402238,41.45,10.517,9.25,1.01,0.033,0.018
4463,14.30178237,23.41775997,13.44,5.606,4.502,0.75,0.003,0.002
4468,14.3173875,-51.58429906,34.4,12.599,10.835,1.91,0.212,0.07
4471,14.32547081,25.29256908,16.66,9.173,8.548,1.07,0.016,0.014
4473,14.32691388,-62.24590709,51.66,11.161,9.645,1.07,0.05,0.022
4478,14.33485355,-1.81556423,20.88,10.517,9.494,1.26,0.048,0.03
4482,14.35974775,-39.85850948,21.29,11.191,10.102,1.74,0.044,0.027
4525,14.49142186,-20.67606559,14.44,8.207,7.79,0.98,0.007,0.008
4531,14.50572408,30.31426655,13.97,9.389,8.625,1.12,0.016,0.013
4536,14.52374455,-57.70050754,14.75,8.81,8.262,1.1,0.011,0.01
4540,14.54055021,-15.68279377,17.11,7.565,7.082,2.07,0.011,0.01
4552,14.55914315,33.95105921,17.19,7.27,6.104,0.83,0.005,0.003
4582,14.67673012,4.20579338,16.31,8.165,7.633,0.88,0.01,0.008
4613,14.77922305,39.61875886,14.47,8.556,8.026,1.12,0.007,0.007
4617,14.81053373,83.10292417,21.38,8.524,7.927,0.71,0.009,0.008
4619,14.83529281,-0.67452887,12.6,8.257,7.726,1.19,0.013,0.013
4637,14.88446436,48.96641596,17.31,7.376,6.942,0.84,0.004,0.004
4668,14.98706672,-57.70087442,16.85,10.248,9.289,1.07,0.026,0.018
4691,15.07590349,-25.61460962,30.39,11.234,10.068,1.75,0.066,0.039
4699,15.09416133,-13.59920106,23.96,11.412,10.094,1.65,0.092,0.045
4708,15.12680289,7.35383219,13.43,8.669,8.172,1.05,0.011,0.011
4727,15.17286847,14.84068069,20.54,10.685,9.681,1.42,0.053,0.034
4747,15.25731681,-4.64826368,24.76,7.978,7.392,0.86,0.009,0.009
4749,15.26078155,28.99737472,14.22,9.536,8.694,1.17,0.018,0.014
4772,15.32893461,-60.86038649,22.23,7.703,6.992,0.64,0.007,0.004
4775,15.34070004,11.9127012,13.85,8.539,7.959,1.51,0.015,0.014
4794,15.39255801,-38.21455968,13.28,7.744,6.711,0.79,0.007,0.005
4807,15.42939164,-46.2156318,13.98,8.389,7.973,0.87,0.007,0.007
4809,15.43122439,25.29224974,13.94,7.683,6.806,0.9,0.008,0.006
4815,15.44610978,-19.41895927,16.58,8.989,8.306,1.07,0.018,0.015
4824,15.48814996,-9.88437211,32.06,11.685,10.487,2.18,0.162,0.074
4833,15.52842868,-19.66954171,12.5,8.968,8.343,1,0.014,0.013
4845,15.58799588,-10.42342915,46.22,11.623,10.222,4.48,0.137,0.059
4849,15.60155392,5.0609096,46.61,9.517,8.297,1.61,0.02,0.013
4852,15.60990729,-31.55204219,14.39,5.619,5.518,0.73,0.003,0.003
4855,15.61490694,-21.61050013,31.35,8.945,8.06,1.28,0.013,0.01
4856,15.62080367,71.68074123,122.77,11.736,10.133,1.23,0.094,0.034
4864,15.6352197,-57.34137617,15.3,9.229,8.525,0.88,0.013,0.011
4868,15.64821189,27.74793166,22.39,7.397,6.914,0.87,0.006,0.007
4872,15.65812055,62.34482783,99.44,11.439,9.765,1.39,0.069,0.025
4874,15.66501836,-25.3083416,22.04,10.89,9.874,1.68,0.053,0.033
4877,15.67464489,-61.57150856,18.15,11.098,9.997,1.89,0.057,0.034
4878,15.67751329,9.13301281,16.55,7.388,6.88,0.78,0.007,0.007
4882,15.68345889,-47.28725845,20.35,8.42,7.757,0.78,0.007,0.007
4890,15.7049656,-46.39733801,13.86,6.524,5.49,0.61,0.003,0.002
4892,15.7076989,-37.31592004,16.88,9.219,8.583,1.07,0.014,0.013
4893,15.709536,26.29933494,14.49,7.672,7.257,0.94,0.007,0.007
4895,15.7125322,-59.77993106,12.67,11.36,10.466,1.28,0.065,0.048
4904,15.73488776,64.83633307,14.9,8.931,8.35,0.85,0.013,0.012
4906,15.73606615,7.89007256,17.14,5.496,4.381,0.81,0.003,0.002
4907,15.73689231,69.22742039,38.73,8.602,7.745,0.78,0.011,0.008
4909,15.73924598,-9.86127874,18.29,9.316,8.612,1.35,0.022,0.019
4954,15.88811543,-16.57793968,15.12,10.761,9.824,1.49,0.061,0.043
4958,15.893044,-39.12339079,14.08,9.534,8.948,1.18,0.017,0.016
4966,15.91466099,82.10089846,22.56,9.175,8.501,0.73,0.013,0.011
4967,15.91679114,40.85852326,31.96,12.35,11.004,2.22,0.198,0.089
4979,15.95398626,1.36694516,17.66,6.395,6.109,0.72,0.004,0.003
4981,15.95990298,-31.78642995,17.37,9.84,9.215,1.27,0.023,0.021
4989,15.9889183,48.86145056,16.66,7.699,7.23,0.89,0.007,0.007
5004,16.02363166,-34.67406283,16.28,11.235,10.37,1.76,0.062,0.045
5012,16.05892772,55.84683081,13.66,8.817,8.296,0.92,0.009,0.008
5016,16.06973676,54.20439985,16.06,7.453,6.889,0.71,0.004,0.004
5027,16.10072304,-25.60422804,38.99,11.379,9.996,1.88,0.083,0.037
5031,16.11080178,-2.36626356,25.48,10.161,9.253,1.14,0.025,0.019
5034,16.11487415,29.65909865,23.82,6.723,6.253,0.87,0.005,0.005
5041,16.13435587,26.12014117,34.39,11.457,10.148,1.68,0.081,0.039
5054,16.16782838,-39.48693482,24.8,8.45,7.789,0.89,0.01,0.008
5061,16.18226197,-18.32173861,13.64,9.634,9.027,1.3,0.027,0.024
5073,16.20977265,7.04618317,13.07,8.56,7.995,1.1,0.012,0.011
5081,16.27229777,14.94600386,18.28,6.131,5.686,0.79,0.004,0.004
5099,16.34125379,-40.26995916,18.21,7.657,7.226,0.82,0.005,0.005
5106,16.35911959,63.72169242,18.19,8.999,8.353,0.98,0.013,0.012
5110,16.37462337,15.39053992,37.6,10.112,8.693,2.02,0.054,0.026
5114,16.38418086,-66.74306038,22.78,11.296,10.198,1.2,0.065,0.038
5131,16.42053152,21.4732162,13.67,5.319,5.317,1.47,0.003,0.004
5132,16.42365838,21.46547318,14.67,5.47,5.527,1.72,0.003,0.004
5134,16.4288909,2.47711531,15.81,9.71,9.011,1.16,0.022,0.019
5136,16.44639233,-14.88463891,15.62,10.481,9.613,1.53,0.042,0.031
5141,16.45509251,4.90866194,21.87,6.793,6.39,1.03,0.005,0.007
5144,16.46423982,4.90971755,22.69,7.801,7.271,1.03,0.01,0.01
5158,16.50800326,-22.45289221,22.32,11.598,10.337,2.12,0.086,0.043
5163,16.52108288,1.70677008,12.72,10.264,9.566,1.35,0.035,0.03
5176,16.55221696,13.25278682,20.84,8.966,8.22,1,0.014,0.012
5183,16.57282438,-34.79770825,12.57,8.855,8.18,1.08,0.012,0.01
5184,16.58937784,-36.75640236,15.45,11.366,10.181,1.51,0.06,0.034
5186,16.59452876,62.76146736,14.39,6.784,6.549,0.66,0.004,0.004
5189,16.60700174,-0.7493612,13.56,8.916,8.265,1.04,0.014,0.013
5191,16.60872175,-14.2961878,20.01,10.589,9.606,1.32,0.044,0.029
5207,16.65204665,13.88470299,17.23,7.718,7.275,0.8,0.007,0.007
5209,16.65690295,8.36013248,15.31,7.286,6.969,0.93,0.007,0.008
5224,16.69573127,-50.98947181,33.98,10.03,8.971,1.07,0.019,0.014
5244,16.76642659,11.55208242,12.95,7.539,7.196,1.28,0.011,0.009
5245,16.76882116,-0.59202228,18.53,10.057,9.103,2.04,0.034,0.025
5247,16.77560068,63.94055066,66.46,10.768,9.195,1.27,0.048,0.02
5253,16.79562046,-1.73208324,20.28,7.967,7.381,1.29,0.012,0.014
5259,16.80364889,-23.99625645,13.96,6.647,6.39,0.9,0.004,0.005
5260,16.80665675,-32.42929737,34.85,12.574,10.964,2.2,0.214,0.082
5266,16.8178719,-63.39462832,20.54,12.478,11.215,1.5,0.224,0.11
5273,16.85136635,69.87942742,21.01,11.837,10.659,1.61,0.111,0.062
5276,16.86936763,41.25901151,19.97,7.848,7.288,0.85,0.011,0.009
5280,16.88291179,-41.74654669,29.65,7.684,7.073,0.71,0.004,0.004
5286,16.90753784,22.95617138,48.2,9.86,8.537,1.06,0.023,0.013
5291,16.92910095,-19.31203777,14.15,8.867,7.997,1.45,0.017,0.013
5296,16.94216802,-9.78559168,20.97,6.235,5.762,0.66,0.004,0.003
5300,16.94927201,-41.48693516,16.48,5.406,5.23,0.61,0.001,0.001
5301,16.95228938,-8.23375136,18.18,9.248,8.542,0.96,0.016,0.013
5304,16.96512565,15.86331741,16.81,8.915,8.09,1.01,0.014,0.012
5310,16.98795829,20.73932115,20.23,5.715,5.581,0.81,0.003,0.003
5313,16.99501278,39.25253121,26.79,8.5,7.844,0.9,0.01,0.01
5315,16.99825172,1.99409389,21.53,7.521,6.548,0.83,0.007,0.005
5317,17.00299391,43.94224107,16.61,5.189,5.055,0.73,0.003,0.003
5319,17.00501793,32.01219214,23.87,6.698,6.274,0.78,0.006,0.006
5335,17.05096881,21.97712274,30.84,8.481,7.699,0.86,0.015,0.008
5346,17.09309979,5.6502213,27.84,5.91,5.55,0.88,0.004,0.004
5364,17.14693197,-10.181928,27.73,4.963,3.585,0.71,0.003,0.002
5373,17.19028697,-25.86120192,28.33,9.69,8.73,1.3,0.019,0.014
5381,17.20859384,-59.63721426,14.58,9.593,8.985,0.91,0.017,0.015
5389,17.24086217,-30.92902482,21.57,10.103,9.204,1.27,0.024,0.018
5440,17.39592874,57.35008196,13.24,7.166,6.7,0.75,0.003,0.004
5447,17.43248991,35.62083048,16.36,4.167,2.264,0.76,0.006,0.004
5459,17.46948813,24.27950257,16.69,10.228,9.362,1.33,0.032,0.025
5462,17.48587624,-64.35923278,20.21,9.627,8.875,0.84,0.017,0.014
5490,17.57014071,-40.62284209,17.12,10.594,9.647,1.53,0.02,0.014
5493,17.57852966,42.08157668,18.98,6.399,5.738,0.71,0.003,0.003
5496,17.59293817,-67.44634604,122.86,11.841,9.987,7.53,0.113,0.034
5521,17.67511529,42.93231721,37.34,8.567,7.739,0.91,0.01,0.008
5527,17.68555976,10.99971873,20,10.035,9.151,1.33,0.032,0.023
5529,17.6960883,-66.18786313,27.87,9.107,8.124,0.69,0.012,0.009
5531,17.70982927,67.78003781,17.41,7.21,6.617,0.67,0.004,0.004
5534,17.72594414,9.56332494,25.25,7.926,7.301,0.9,0.008,0.009
5542,17.77471116,55.14994765,23.73,4.552,4.355,0.68,0.002,0.001
5549,17.79328601,-82.54833799,13.4,9.5,8.88,0.76,0.015,0.014
5578,17.88374424,-12.84291544,24.65,8.183,7.542,0.91,0.01,0.01
5586,17.91494471,30.08972962,20.11,5.928,4.639,0.87,0.004,0.003
5623,18.04322839,-73.90714356,16.15,7.888,7.25,0.6,0.006,0.006
5631,18.08000516,12.28194637,29.64,7.46,6.934,0.81,0.006,0.006
5636,18.09703339,-30.80196356,14.04,7.095,6.584,0.81,0.005,0.005
5644,18.12423811,-9.22368841,22.01,8.588,7.815,0.96,0.012,0.01
5646,18.1281165,2.47183263,19.17,7.091,6.609,0.92,0.005,0.005
5647,18.13099835,0.98162503,31.12,9.954,8.842,1.52,0.028,0.019
5651,18.14294348,-20.45855126,16.91,8.198,7.68,1.15,0.011,0.012
5661,18.1890296,-37.85640391,13.62,6.287,5.974,0.71,0.003,0.003
5663,18.19186846,-25.23562704,45.4,11.164,9.693,1.55,0.059,0.026
5674,18.22443868,51.60251016,12.94,7.69,7.334,1.28,0.006,0.008
5682,18.25991617,33.15513449,16.49,8.037,7.483,1.02,0.014,0.011
5684,18.27426204,41.65439442,22.36,8.216,7.332,0.79,0.007,0.007
5685,18.28694136,11.68267646,18.68,8.541,7.92,1.05,0.014,0.012
5697,18.32891358,-1.86194506,21.71,9.804,9.012,1.25,0.023,0.019
5699,18.33688342,-1.72873164,14.41,11.531,10.228,1.62,0.09,0.043
5700,18.3375983,-74.27722491,15.24,9.32,8.597,0.79,0.013,0.011
5709,18.36002963,-39.54017516,18.95,7.749,7.298,0.83,0.005,0.005
5710,18.36270224,51.03448024,17.14,9.632,8.762,1.41,0.018,0.014
5729,18.41762357,-65.03771097,13.17,9.327,8.805,0.85,0.016,0.015
5737,18.43250986,7.57548895,22.09,5.53,5.231,2.04,0.005,0.005
5740,18.43552477,-30.31029092,14.45,10.087,9.434,1.41,0.023,0.021
5741,18.43699068,-8.31581127,29.3,10.498,9.279,1.17,0.048,0.029
5745,18.45261156,-50.65538631,23.55,9.126,8.493,1.01,0.019,0.017
5754,18.46692043,-4.847317,14.74,7.649,7.195,0.77,0.006,0.005
5763,18.49524148,16.49465738,32.62,11.548,9.996,1.38,0.107,0.042
